Title,Description,Date,Source
AB enerjide rotayı Orta Doğu ve Afrika'ya çevirdi,"Avrupa Birliği (AB) yaptırımlar kapsamında Rusya'dan petrol ithalatını sonlandırmak için Orta Doğu ve Afrika başta olmak üzere farklı piyasalara yönelirken, Rusya'nın AB'nin ham petrol ithalatında savaş öncesinde yüzde 40 olan payı yüzde 25'e kadar geriledi.",2022-08-29,BloombergHT
Taşkömürü üretimi Haziran ayında yüzde 11 arttı,"TÜİK verilerine göre, Linyit üretimi Haziran'da üretimi bir önceki aya göre yüzde 5,1 bir önceki yılın aynı ayına göre artarken 3,6 artarken. Taşkömürü üretimi de bir önceki aya göre yüzde 11,6 bir önceki yılın aynı ayına göre yüzde 31 arttı.",2022-08-29,BloombergHT
"Enerji ithalatının faturası yüzde 95,7 arttı","Türkiye İstatistik Kurumu ile Ticaret Bakanlığı tarafından oluşturulan geçici dış ticaret istatistiklerine göre, Temmuz'da Türkiye'nin ithalatı geçen yılın aynı ayına göre yüzde 41,4 artarak 29 milyar 240 milyon dolar oldu.",2022-08-29,BloombergHT
Powell'ın konuşması en zengin ABD’lilerin 78 milyar dolarını sildi,Fed Başkanı Jerome Powell’ın sadece 8 dakika süren konuşması Amerika’nın en zengin insanlarının servetinden 78 milyar doları silen bir piyasa düşüşü yarattı.,2022-08-29,BloombergHT
Altın 1 ayın en düşük seviyesinde,"Altın, Fed Başkanı Jerome Powell'ın gevşek para politikasının yakın zamanda başlamayacağına dair mesajları sonrası 1 ayın en düşük seviyesine geriledi.",2022-08-29,BloombergHT
Serbest piyasada döviz açılış fiyatları (29.08.2022),"İstanbul serbest piyasada dolar 18,1870 liradan, euro 18,0450 liradan haftaya başladı.",2022-08-29,BloombergHT
Küresel hisse senetleri 1 ayın dibinde,"Fed Başkanı Jerome Powell'ın cuma günkü konuşmnasında faiz oranlarınn uzun süre daha yükseltileceği sinyali vermesi, hisse senedi ve hisse senedi vadelilerinde düşüşe neden olurken 2 yyıllık ABD tahvil getirisi Kasım 2007'dn bu yana en yüksek seviyeye çıktı.",2022-08-29,BloombergHT
Çin ekonomisine dair karamsarlık artıyor,Kovid-19 vakalarının devam etmesi ve gayrimenkul sektöründe yaşanan çalkantı nedeniyle ekonomistlerin Çin ekonomisine dair 2022 yılı beklentileri kötüleşiyor.,2022-08-29,BloombergHT
Goldman’dan iyimser emtia tahmini,Menkul kıymetler piyasalarında resesyon fiyatlaması tam gaz devam ederken Goldman Sachs’tan oldukça iyimser bir emtia tahmini geldi.,2022-08-29,BloombergHT
ABD’li senatörden resesyon endişesi,"Senatör Warren, Fed'in ABD ekonomisini resesyona sokacağından endişe ediyor",2022-08-29,BloombergHT
Goldman İngiltere'de resesyon bekliyor,"Goldman Sachs, İngiltere ekonomisinin 2022 dördüncü çeyrekten itibaren resesyona girmesini bekliyor",2022-08-29,BloombergHT
AMB/Schnabel: Resesyona girilse bile politika sıkılaştırılmaya devam edilmeli,"Avrupa Merkez Bankası Yönetim Kurulu Üyesi Isabel Schnabel, merkez bankalarının kamuoyunun güvenini kaybetme riski ile karşı karşıya olduklarını savundu ve ekonomilerini resesyona soksa bile enflasyon ile mücadele için faiz artırmaya devam etmeleri gerektiğini söyledi.",2022-08-29,BloombergHT
Asya borsaları Jackson Hole sonrası düşüşte,Powell'ın Jackson Hole konuşmasının ardından Asya piyasaları düşerken Japonya'da Nikkei kayıplara öncülük etti,2022-08-29,BloombergHT
Petrolde arz endişesi,Petrol piyasasında son dönemde etkili olan arz endişesi ve merkez bankalarının yükselen enflasyonla mücadele için daha yüksek faiz oranlarına ihtiyaç duyulacağına dair taahhütlerin de eklenmesiyle haftaya prim kazanarak başladı.,2022-08-29,BloombergHT
Ekonomi ve siyaset gündemi - 29 Ağustos 2022,Ekonomi ve siyaset gündeminde öne çıkanlar...,2022-08-29,BloombergHT
Resmi Gazete'de bugün (29.08.2022),"Resmi Gazete'de yayımlanan yönetmelik, genelge ve tebliğler...",2022-08-29,BloombergHT
Kinder'den sonra Oreo'da da salmonella şüphesi,"Atıştırmalıklarıyla tanınan ve Oreo, Mikado ile Pepito'nun üreticisi ABD merkezli Mondelez'in ürünlerinde salmonella bakterisi ihtimali üzerine 3 üretim sahasını kapattığı belirtildi.",2022-08-28,BloombergHT
İlk yerli gözlem uydusu RASATın görev süresi doldu,"TÜBİTAK Uzay Teknolojileri Araştırma Enstitüsü (UZAY) tarafından geliştirilen ilk yer gözlem uydusu RASAT, yörüngede geçirdiği 11 yılın ardından görevini başarıyla tamamladı.",2022-08-28,BloombergHT
Bakan Muş: 90 milyar dolar ihracat hedefliyoruz,"Ticaret Bakanı Mehmet Muş, ""Hedefimiz, 2022 yılı sonunda 90 milyar dolar ihracat gerçekleştirmek ve 2023'te 130 milyar doları yakalamak."" dedi.",2022-08-28,BloombergHT
AMB/Rehn: Enflasyonu düşürmek için artık harekete geçme zamanı,"Avrupa Merkez Bankası (AMB) Yönetim Konseyi Üyesi ve Finlandiya Merkez Bankası Başkanı Olli Rehn, AMB’nin enflasyonu kontrol altına almak için güçlü bir şekilde harekete geçmesi gerektiğini söyledi.",2022-08-28,BloombergHT
"Çin, ABD gemisinin Tayvan Boğazı'ndan geçmesinin ardından teyakkuza geçti","Çin ordusu, ABD Donanmasına ait iki savaş gemisinin Tayvan Boğazı'ndan geçişi nedeniyle ""teyakkuz durumuna"" geçtiğini bildirdi.",2022-08-28,BloombergHT
"Japonya, NPT'deki muhalefeti nedeniyle Rusya'ya tepkili","Japonya, Nükleer Silahların Yayılmasının Önlenmesi Antlaşması'nın (NPT) gözden geçirilmesi konferansının nihai belgesiz sonuçlanmasından Rusya'yı sorumlu tuttu.",2022-08-28,BloombergHT
Resmi Gazete'de bugün (28.08.2022),"Resmi Gazete'de yayımlanan yönetmelik, genelge ve tebliğler...",2022-08-28,BloombergHT
Ekonomi ve siyaset gündemi - 28 Ağustos 2022,Ekonomi ve siyaset gündeminde öne çıkanlar...,2022-08-28,BloombergHT
Spot piyasada elektrik fiyatları (28.08.2022),"Spot piyasada bir megavatsaat elektriğin fiyatı yarın için en yüksek 4 bin lira, en düşük 2 bin 250 lira olarak belirlendi.",2022-08-28,BloombergHT
Meta'nın yeni VR başlığı göz ve yüz ifadelerini algılayacak,"Meta CEO’su Mark Zuckerberg, şirketinin yeni sanal gerçeklik (VR) başlığının kullanıcıların göz ve yüz ifadelerini yakalamak ve sözlü olmayan iletişimi geliştirmek için tasarlandığını açıkladı. Meta, yeni VR başlığın Ekim ayında tanıtılacağını duyurdu.",2022-08-27,BloombergHT
TESK/Palandöken: Marketlerin ücretsiz servis hizmeti kaldırılmalı,"Türkiye Esnaf ve Sanatkarları Konfederasyonu (TESK) Genel Başkanı Bendevi Palandöken, büyük şehirlerde bazı işletmelerce uygulanan ücretsiz servis hizmetinin esnafı olumsuz etkilediğini belirterek, “Amacı dışında kullanılarak ücretsiz taşımacılığı satış ve pazarlama politikası haline getiren bu uygulamalara son verilmeli.” ifadesini kullandı.",2022-08-27,BloombergHT
Plastik ürünler grubundan ithalatta gözetim düzenlemesi,Plastikler ve mamulleri ürün grubunda yer alan bazı eşyalar için ithalatta gözetim uygulaması yeniden düzenlendi.,2022-08-27,BloombergHT
"Bakan Karaismailoğlu, İstanbul Havalimanı Metrosu için tarih verdi","Ulaştırma ve Altyapı Bakanı Adil Karaismailoğlu, ""Kağıthane-İstanbul Havalimanı arasını kasım ayında, bundan altı ay sonra da Gayrettepe uzantısını bitirerek, 37,5 kilometrelik Gayrettepe-İstanbul Havalimanı metrosunu hizmete alacağız."" dedi.",2022-08-27,BloombergHT
Bakan Kurum'dan 'Kanal İstanbul iptal edildi' iddialarına yanıt,"Çevre, Şehircilik ve İklim Değişikliği Bakanı Murat Kurum, Kanal İstanbul Projesi'ni iptal etmediklerini, imar planlarının yürürlükte olduğunu belirterek, sadece vatandaşların talep ve ihtiyaçlarına yönelik yeni bir imar uygulama değişikliği yürütüldüğünü bildirdi.",2022-08-27,BloombergHT
7 başlıkta bu hafta nasıl geçti?,"Bu hafta yurt içi piyasalarda haftanın en önemli başlıkları arasında tüketici güveni ve yurt dışı ÜFE verileri oldu. Küresel piyasalarda ise bu hafta, Jackson Hole Sempozyumu ve ABD büyüme verileri öne çıktı.",2022-08-27,BloombergHT
TMSF'den yönetmelik değişikliği ve satış ilanı,"Tasarruf Mevduatı Sigorta Fonunca (TMSF) Sigortaya Tabi Mevduat ve Katılım Fonları ile Tasarruf Mevduatı Sigorta Fonunca Tahsil Olunacak Primlere Dair Yönetmelikte bazı değişikliklere gidilirken, Adabank AŞ nezdindeki toplam yüzde 2,2383775 oranındaki hisseden oluşturulan bütünlüğün satışına karar verildi.",2022-08-27,BloombergHT
Ekonomi ve siyaset gündemi - 27 Ağustos 2022,Ekonomi ve siyaset gündeminde öne çıkanlar...,2022-08-27,BloombergHT
Resmi Gazete'de bugün (27.08.2022),"Resmi Gazete'de yayımlanan yönetmelik, genelge ve tebliğler...",2022-08-27,BloombergHT
Kullanılmış veya yenileştirilmiş eşya ithalatında düzenleme,"Kullanılmış veya yenileştirilmiş eşya ithalatı kapsamında serbest dolaşıma girişine izin verilen ürünlerden ""kendinden hareketli delme veya sondaj makineleri"" çıkarıldı.",2022-08-27,BloombergHT
AMB’den bilanço daraltma sinyali,Avrupa Merkez Bankası (AMB) yetkililerinin bilanço daraltma programını yıl sonuna kadar görüşecekleri aktarıldı  ,2022-08-26,BloombergHT
IMF'nin 2 numaralı isminden merkez bankalarına çağrı,"Uluslararası Para Fonu (IMF) Birinci Başkan Yardımcısı Gita Gopinath, merkez bankalarının enflasyonu hedefe döndürmek için kararlı davranmaları gerektiğini ifade etti. Geçici arz şoklarının enflasyon üzerinde daha geniş ve daha kalıcı etkileri olabileceğini düşündürdüğünü belirten Gopinath, bu koşullar altında, merkez bankalarının enflasyonu kontrol etmek için daha agresif tepki vermesi gerekebileceğini aktardı.",2022-08-26,BloombergHT
Stoltenberg'den Türkiye açıklaması: Üçlü mekanizma toplantısından memnunuz,"NATO Genel Sekreteri Jens Stoltenberg, İsveç ve Finlandiya'nın NATO'ya katılımı konusunda Türkiye ile oluşturulan üçlü mekanizma kapsamında bugün Finlandiya'da yapılan toplantıyı memnuniyetle karşıladığını söyledi.",2022-08-26,BloombergHT
"Novatek, TotalEnergies ile Termokarst'taki ortaklığını sonlandırdı","Rus enerji şirketi Novatek, Fransız TotalEnergies ile Termokarst projesindeki ortaklığını sonlandırdığını duyurdu.",2022-08-26,BloombergHT
ABD'de tüketici güveni Ağustos'ta yukarı yönlü revize edildi,"ABD'de Michigan Üniversitesince ölçülen tüketici güven endeksi, Ağustos'ta yukarı yönlü revize edilerek 58,2 oldu.",2022-08-26,BloombergHT
Fed/Powell: Eylül’deki faiz artışının boyutu veriye bağlı olacak,"Fed Başkanı Jerome Powell, Jackson Hole Sempozyumu’nda yaptığı konuşmada Eylül’deki faiz artışının boyutunun tamamen verilere bağlı olacağını söyledi. Powell faiz artışlarının ekonomi için ‘acı verici’ olabileceği uyarısını yaptı.",2022-08-26,BloombergHT
Maaş artışını vergi dilimleri eritiyor,"Temmuz'daki maaş artışları sonrası vergi dilimi ve basamakları aynı kalınca brüt maaşla anlaşanların net gelir kaybı arttı. Yıl sonunda brüt 12 bin TL alanların net ele geçen tutarı 6 bin lira, 15 bin lira alanların ise yaklaşık 9 bin lira düşmüş olacak.",2022-08-26,BloombergHT
ORKİMDER: Sessiz ambargo iki ülke ticaretini negatif etkiler,"ABD'nin 'yaptırım mektubu' Bloomberg HT'ye değerlendiren ORKİMDER (Organik Kimyacılar Derneği), Başkanı Korgün Şengün, Türkiye’nin Rusya'dan ithalatının 20 milyar dolar civarında seyrettiğini belirterek, ""Olası bir yavaşlatma veya sınırlandırma gibi girişimlerin Türkiye ihracatını kimya sektöründe yüzde 3-6 civarında etkileyeceğini düşünmek yanlış olmayacaktır"" dedi.",2022-08-26,BloombergHT
"""Yenilenebilir enerji konusunda kararlılığımız net""","Bloomberg HT'de her hafta yayınlanan Elektrik 4.0 programının konuğu Unilever Kurumsal İletişim Direktörü Ebru Şenel Erim oldu. 2010 yılında açıklanan Sürdürülebilir yaşam planı ile şirketin Türkiye'de sürdürülebilirliğin öncüsü olduğunu belirten Ebru Şenel Erim,""Yenilenebilir enerji konusunda kararlılık ve gıda atıklarını yarıya indirme hedefi olduğunu dile getirdi.",2022-08-26,BloombergHT
ABD ile Çin arasında denetim için ön anlaşmaya varıldı,"ABD ve Çin, yaklaşık 200 Çinli firmanın New York Borsası’ndan çıkarılmasını önlemeye yönelik ilk adım olarak Amerikalı yetkililerin Çinli işletmelerin denetim belgelerini incelemelerine izin vermeleri konusunda bir ön anlaşmaya vardı. Anlaşma, iki süper güç arasında yıllardır süren ve Alibaba gibi Çinli teknoloji devlerini ABD borsalarından çıkarmakla tehdit edilmesine neden olan gerginliği çözme konusunda bir mihenk taşı olabilir",2022-08-26,BloombergHT
ABD’de kişisel gelir ve harcamalarda ‘ılımlı’ artış,"ABD’de hane halkının gelirleri ve harcamaları Temmuz ayında fiyat baskılarındaki azalmaya rağmen hafif artış kaydetti. Bu durum, enflasyonun ekonomiyi baskılanmaya devam ettiğini gösterdi.",2022-08-26,BloombergHT
Almanya enerji fiyatlarında yeni rekor,Almanya'da önümüzdeki yıl için referans enerji fiyatları Rusya'nın kış dönemi öncesi doğalgaz arzını kısmasıyla geçtiğimiz yılın aynı dönemine göre 10 kat artarak 800 euronun üzerine çıktı.,2022-08-26,BloombergHT
Avrupa'da enerji faturasını düşürme destekleri sürüyor,"Avrupa ülkeleri, Rusya-Ukrayna savaşıyla birlikte yaşanan enerji krizini hafifletmek için bir yandan halkı enerji tasarrufuna motive etmek için kampanyalar başlatırken diğer yandan fatura desteği, doğrudan ödeme, sübvansiyon ve vergi indirimi gibi çeşitli önlemler almaya devam ediyor.",2022-08-26,BloombergHT
Nobel ödüllü ekonomist Thaler: ABD'de durgunluk göremiyorum,Davranışsal ekonomi alanındaki çalışmalarıyla 2017'de Nobel İktisadi Bilimler Ödülü alan Rchard Thaler ABD ekonomisinde durgunluğu andıran bir şey görmediğini ve ekonominin güçlü göründüğünü söyledi.,2022-08-26,BloombergHT
TMKŞ’den 1 milyar liralık iki ihraç,"Türkiye Menkul Kıymetleştirme Şirketi’nin gerçekleştirdiği varlığa dayalı menkul kıymet (VDMK) ihracına 2,9 kat talep geldi. En yüksek kupon oranı yüzde 40’ı aştı.",2022-08-26,BloombergHT
"BBVA, Garanti’de maliyetin yarısını çıkarttı","BBVA’nın, Mayıs ayının 18’inde biten gönüllü çağrıda hisse başına 15 liradan aldığı Garanti payları, bugün 27 liranın üzerini gördü. Böylece çağrı başından bu yana Garanti hissesi TL bazında yüzde 80, euro bazında ise alım fiyatının yüzde 60 üzerinde prim yapmış oldu.",2022-08-26,BloombergHT
Beyaz eşya satışları Temmuz'da yıllık yüzde 2 geriledi,TÜRKBESD verilerine göre beyaz eşya satışları Temmuz'da bir önceki yılın aynı dönemine göre yüzde 2 düşerken ihracat yüzde 7 düşüş kaydetti. Beyaz eşya üretimi Temmuz'da yıllık yüzde 4 geriledi.,2022-08-26,BloombergHT
En çok faal girişim hizmet sektöründe,"TÜİK verilerine göre, Türkiye'de geçen yıl faal girişimlerin yüzde 43,1'i hizmet sektöründe, yüzde 36,5'i ticaret sektöründe yer aldı. Hizmet sektörü, toplam istihdamın yüzde 37,4'ünü oluştururken sanayi sektörünün istihdamdaki payı yüzde 28,9 oldu.",2022-08-26,BloombergHT
Motorine bir zam daha,Motorinin litre fiyatına bugünden geçerli olmak üzere 87 kuruş zam geldi.,2022-08-26,BloombergHT
Nebati'den 'yaptırım mektubu' açıklaması,"Hazine ve Maliye Bakanı Nureddin Nebati, ABD'nin iş dünyasına verdiği yaptırım mektubuna ilişkin, ""Türk iş dünyası örgütlerine iletilen mektubun iş çevrelerimizde bir endişe yaratması anlamsızdır. Türk işletmeleri dünyadaki en yenilikçi şirketler arasında yer alıyor ve önemli zorlukların üstesinden gelerek büyümeye devam ediyor."" ifadelerini kullandı.",2022-08-26,BloombergHT
İngiltere’de hane halkının enerji faturalarında üst limit artırıldı,İngiliz enerji piyasası regülatörü Ofgem ortalama bir hane halkı için enerji maliyeti üst limitini yüzde 80 yükseltti.,2022-08-26,BloombergHT
Ford Otosan'dan sıfır emisyon hedefi,"Ford Otosan'dan KAP'a yapılan açıklamada, şirketin iklim değişikliğinin etkilerini azaltmak amacıyla araç başı temiz su kullanımını 2030'a kadar yüzde 40 oranında azaltıldığı, binek araçlarda 2030, hafif ve orta ticari araçlarda 2035, ağır ticari araçlarda ise 2040 itibarıyla sadece sıfır emisyonlu araç satışı hedeflendiği belirtildi.",2022-08-26,BloombergHT
St. Louis Fed Başkanı’ndan şahin mesaj,"St. Louis Fed Başkanı James Bullard, yükselen enflasyon karşısında çabuk hareket etmeleri gerektiğini, politika faizini yıl sonuna kadar yüzde 3,75-4’e yükseltmeleri gerektiğini belirtti.",2022-08-26,BloombergHT
Küresel piyasalarda Powell öncesi görünüm,Asya borsaları bugün yükselirken dolar Fed Başkanı Powell’ın konuşması öncesi birçok para birimi karşısında değer kazandı.,2022-08-26,BloombergHT
Meksika Merkez Bankası ‘Fed ile ayrışmayı’ görüştü,"Meksika Merkez Bankası Yönetim Kurulu üyeleri, ekonomik büyümenin yavaşladığı, enflasyonun 20 yılın zirvesine çıktığı ortamda faiz artışında Fed’i ne kadar yakından izleyecekleri konusunu müzakere etti.",2022-08-26,BloombergHT
AMB yeniden yatırıma yönlendirmeye son verecek,"Konuya yakın kaynaklara göre Avrupa Merkez Bankası yeniden yatırıma yönlendirmeye son verecek, ancak bu karar Eylül'de gelmeyecek.",2022-08-26,BloombergHT
AB mısır üretim tahminini düşürdü,"AB yaşanan kuraklık nedeniyle mısır üretim tahminini ikinci kez düşürdü, buğday üretim tahminini ise yükseltti.",2022-08-26,BloombergHT
Petrol haftalık bazda yükselişe ilerliyor,Ham petrol fiyatları Powell’ın konuşması öncesi arzdaki sıkılaşmayla haftayı yükselişle tamamlamaya hazırlanıyor,2022-08-26,BloombergHT
Resmi Gazete'de bugün (26.08.2022),"Resmi Gazete'de yayımlanan yönetmelik, genelge ve tebliğler...",2022-08-26,BloombergHT
İsviçre enerjide tasarrufa gidiyor,"İsviçre hükümeti, enerji krizinin muhtemel olumsuz etkilerini önlemek için kış mevsiminde doğalgaz tüketimini yüzde 15 azaltma hedefi koydu.",2022-08-25,BloombergHT
ABD Dışişleri'nden 'vize' açıklaması,"ABD Dışişleri Bakanlığı, Türkiye'de ABD vizesine başvuran vatandaşların uzun süreler bekletilmesinin iki ülke ilişkilerine zarar vermesini istemediklerini ve vize kapasitesini artırmak için yenilikçi yollar aramayı sürdüreceklerini açıkladı.",2022-08-25,BloombergHT
"Biden, çip yasasının uygulamaya konulması için düğmeye bastı","ABD Başkanı Joe Biden, ülkedeki çip üretiminin ve bu konudaki bilimsel araştırmaların artırılması adına düzenlenen CHIPS yasasının uygulanmaya konulması için bir kararname imzaladı.",2022-08-25,BloombergHT
İspanya'da enerji tasarrufu planı onaylandı,"İspanya'da azınlık sol koalisyon hükümetinin, ağustos başında çıkardığı kararname ile yürürlüğe giren enerji tasarruf planı mecliste onaylandı.",2022-08-25,BloombergHT
ABD'de kaya gazı ve petrolü gelirleri 200 milyar doları bulabilir,ABD'de kaya gazı ve petrolü üretiminden elde edilen gelirlerin bu yıl rekor kırarak 200 milyar doları bulabileceği belirtiliyor.,2022-08-25,BloombergHT
"""Üretim kapasitesi 7 milyona ulaştı""","Yeni İnci Yönetim Kurulu Başkanı Furkan Atakan, iç giyim markası olarak üç kuşaktır faaliyette bulunduklarını, üretim kapasitesinin 7 milyona ulaştığını söyledi. Atakan, ürünlere yılbaşından beri yüzde 40 zam yaptıklarını da aktardı.",2022-08-25,BloombergHT
Ford Otosan/Özyurt: Talep güçlü ancak arzda öngörülebilirlik iyi değil,"Bloomberg HT yayınına katılan Ford Otosan Genel Müdürü Güven Özyurt, ilk altı ayda üçlü talebe karşı iç pazarda çip sorunun belirleyici olduğunu söyledi. Özyurt, ""Yılın ikinci yarısı için talep güçlü ancak öngörülebilirlik iyi değil"" yorumunu yaptı. ",2022-08-25,BloombergHT
El-Erian’dan Fed’e eleştiri: Direksiyon başında uyuyakaldı,Daha önce sıkça Fed’e eleştirilerde bulunan Allianz Baş Ekonomi Danışmanı Muhammed El-Erian Fed’in bundan sonra ‘gözünü dahi kırpmadan’ yüksek enflasyonla mücadele etmesi gerektiğini söyledi.,2022-08-25,BloombergHT
Bazı AMB yetkilileri Temmuz'da çeyrek puanlık artışı savundu,AMB'nin Temmuz toplantısı tutanaklarına göre bazı Yönetim Konseyi üyeleri daha önceki iletişim politikasıyla tutarlı olacağı gerekçesiyle 25 baz puanlık artış istedi.,2022-08-25,BloombergHT
"DSO/Keçeci: Pamukta fiyat artışı, iplikte durgunluk var","Denizli Sanayi Odası Başkanı Keçeci, kuraklık nedeniyle pamuk fiyatlarında artış görüldüğünü, iplikte ise ciddi bir durgunluk yaşandığını söyledi. Keçeci, ""İplik tarafında fabrikayı tatil etmeyi düşünenler var"" ifadelerini kullandı.",2022-08-25,BloombergHT
"ABD 2. çeyrekte yüzde 0,6 daraldı","ABD ekonomisi yılın ikinci çeyreğinde yüzde 0,6 daraldı, önceki tahmin yüzde 0,9 daralmaydı. Yukarı yönde revize edilen veri, ekonomideki daralmanın ‘ılımlı’ olduğunu gösterdi.",2022-08-25,BloombergHT
ABD’de işsizlik maaşı başvuruları 2. haftada da geriledi,ABD’de işsizlik maaşına başvuranların sayısı geçen hafta da geriledi.,2022-08-25,BloombergHT
TCMB'nin brüt rezervi 1 ay sonra geriledi,"Türkiye Cumhuriyet Merkez Bankası'nın brüt rezervleri 19 Ağustos haftasında 112,3 milyar dolara geriledi. Böylelikle rezervlerde 1 ay sonra gerileme izlendi.",2022-08-25,BloombergHT
Borsaya 9 ayın en yüklü yabancı girişi,"Türkiye Cumhuriyet Merkez Bankası (TCMB) verilerine göre, 19 Ağustos haftasında yabancı yatırımcıların net hisse alımı 366 milyon dolar oldu. Böylelikle 2021 Kasım ayından bu yana en yüklü yabancı girişi yaşandı.",2022-08-25,BloombergHT
"Citi, Rusya'da bireysel bankacılık birimini kapatıyor",Citigroup daha önce satma kararı aldığı Rusya bireysel bankacılık operasyonunun satışının engellenmesi sonrası bu birimi kapatma kararı aldı.,2022-08-25,BloombergHT
Fed/George: Faiz yüzde 4’ün üzerine çıkabilir,"Kansas City Fed Başkanı Esther George Fed’in ekonomiye baskı yapacak oranda faiz arttırmadığını savundu. George, faiz oranlarının bir süre için yüzde 4’ün üzerine yükselmesi gerekebileceğini belirtti.",2022-08-25,BloombergHT
TCMB: Döviz piyasalarının fiyat istikrarına etkileri analiz ediliyor,Türkiye Cumhuriyet Merkez Bankası (TCMB) politika faizinin 100 baz indirildiği toplantının özetlerini yayımladı. Özetlerde döviz piyasalarının enflasyona etkilerinin analiz edildiği ifade edildi.,2022-08-25,BloombergHT
Fed/Bostic: 50 veya 75 baz puan faiz artışı konusunda kararsızım,"Atlanta Fed Başkanı Raphael Bostic Eylül ayı toplantısında yapılacak faiz artışının miktarı konusunda kararsız olduğunu, gelecek veriler doğrultusunda 75 baz puanlık faiz artışı da olabileceğini söyledi.",2022-08-25,BloombergHT
Nebati: EYT ve öğretmenlere ilişkin çalışmalar sürüyor,"Hazine ve Maliye Bakanı Nureddin Nebati Twitter hesabından yaptığı paylaşımda, ""EYT ve öğretmenlerimiz konusunda da ilgili bakanlıklarımızla koordineli çalışmalarımız uzun süredir devam ediyor."" dedi.",2022-08-25,BloombergHT
Türkiye İş Bankası 98 yaşında,"Türkiye İş Bankası Genel Müdürü Hakan Aran, dünyadaki ekonomik sorunların, artık hiçbir ülkenin tek başına çözebileceği noktada olmadığının altını çizerek, “2008’den 2022’ye kadar izlenen yanlış politikaların, 14 yıldır halının altına süpürülen problemlerin sonuçlarıyla karşı karşıyayız. Artık bunun küresel düzeyde bir problem olduğu ve ancak küresel ölçekte bir çözümle halledilebileceği bilinciyle hareket etmeliyiz.” dedi.",2022-08-25,BloombergHT
Novartis'ten yeni dev yaratacak bölünme hamlesi,"Novartis AG, Sandoz birimini şirketten ayırarak şirketi yeniden yapılandırmayı ve yenilikçi ilaç geliştirmeye odaklanmayı planlıyor. Ayırma hamlesiyle Avrupa'nın en büyük eşdeğer ve biyobenzer ilaç şirketinin ortaya çıkabileceği belirtiliyor.",2022-08-25,BloombergHT
Kira uyuşmazlıklarında yılda 64 bin dosya arabuluculukla çözülecek,"Zorunlu hale getirilecek arabuluculukla, yılda yaklaşık 45 bini kira, 11 bini kat mülkiyeti ve 8 bini komşuluk hukukundan kaynaklı uyuşmazlıklar olmak üzere yaklaşık 64 bin uyuşmazlığın mahkemeye gitmeden çözümlenmesi hedefleniyor.",2022-08-25,BloombergHT
Almanya’da iş dünyası güveninde gerileme,Almanya’da iş dünyası güveni Ağustos’ta ekonomik durgunluk endişeleriyle geriledi.,2022-08-25,BloombergHT
Euro/dolarda en son tahminler,Euronun dolar karşısında 20 yılın en düşük seviyesine gerilemesi sonrasında küresel piyasalarda bu hareketin nereye kadar derinleşebileceği konusu öne çıkıyor. İşte Bloomberg'in derlediği euro/dolar paritesine ilişkin son tahminler...,2022-08-25,BloombergHT
Ekonomistler büyümede ivmenin sürmesini bekliyor,"Bloomberg HT Araştırma Birimi'nin gerçekleştirdiği ankete göre ekonomistler Türkiye ekonomisinin ikinci çeyrekte yüzde 7,6 büyümesini öngördü. İlk çeyrekte yıllık büyüme yüzde 7,3 olarak kaydedilmişti.",2022-08-25,BloombergHT
Stiglitz: Çok sert faiz artışları enflasyonu kötüleştirebilir,"Nobel ödüllü iktisatçı Joseph Stiglitz, faizleri artırmanın arz tarafında problemleri çözmek yerine derinleştirebileceğini ve standart faiz artışlarının enflasyonu kötüleştirebileceği uyarısında bulundu.",2022-08-25,BloombergHT
Almanya büyümesi yukarı yönlü revize edildi,"Avrupa’nın en büyük ekonomisi olan Almanya enflasyon ve savaşın olumsuz etkilerine rağmen yılın ikinci çeyreğinde tahminlerin üzerinde büyüdü. Büyüme rakamı yüzde 0’dan yüzde 0,1’e revize edildi.",2022-08-25,BloombergHT
Piyasanın iki devinden sıkılaşma uyarısı,Küresel piyasalar Fed'in politika faizine yönelik hamleleriyle birlikte bilanço küçültmesiyle ilgili adımları da yakından izliyor. Piyasaların iki önemli aktörü JPMorgan ve Morgan Stanley bilanço küçültmesi ile ilgili fiyatlamaların iyimser olduğuna dikkat çekti.,2022-08-25,BloombergHT
Güçlü dolar Asya'da tahvil satışlarını 9 yılın dibine çekti,"Dolardaki yükseliş Asya’da tahvil ihraçlarını olumsuz etkiliyor. Bu ay bölgede toplam ihraç 3,3 milyar dolarda kaldı. Böylelikle ihraçlarda Aralık 2013’ten beri en düşük seviyeye geriledi. Doların güçlenmesiyle birlikte Çin'de gayrimenkul sektörüne yönelik gelişmeler de ihraç iştahını kaçırdı.",2022-08-25,BloombergHT
"""TCMB faiz indirimi taşıt ve konut kredilerine yansımadı""  ","Merkez Bankası'nın politika faizini 100 baz puan indirmesinin ardından kredi karşılaştırma platformu HangiKredi CEO'su Oray Durmazoğlu, özel bankaların ihtiyaç kredisinde 24 ay ve altı vadelerde aylık 20-30 baz puan arası faiz düşürdüğünü, taşıt ve konut kredilerinde ise henüz bir düşüş olmadığını söyledi.",2022-08-25,BloombergHT
